Country	Type	Mountain	Latitude	Longitude	Elevation
Mozambique	Mountain	Muelano	-15.4397942	36.840055	778 m
Mozambique	Mountain	Muano	-15.4325342	36.8326779	746 m
Mozambique	Mountain	Sarra Macua	-15.1870706	36.9882362	2077 m
Mozambique	Mountain	Monembe	-15.3236504	36.937883	1217 m
Mozambique	Mountain	Murrele	-15.300182	36.9858909	1769 m
Mozambique	Mountain	Mirotte	-15.3530981	36.9612096	1594 m
Mozambique	Mountain	Namuli	-15.3753485	37.0275811	2419 m
Mozambique	Mountain	Malessane	-15.4194745	36.9525453	1570 m
Mozambique	Mountain	Mnago	-15.064396	37.3443972	1615 m
Mozambique	Mountain	Merripa	-14.8432761	37.833441	1341 m
Mozambique	Mountain	Nulueue	-15.1477692	37.4355833	1656 m
Mozambique	Mountain	Mirrapi	-14.3687064	38.2268118	1096 m
Mozambique	Mountain	Meluli	-14.572873	38.0803637	1225 m
Mozambique	Mountain	Pupe	-14.5191978	38.4340055	1109 m
Mozambique	Mountain	Mualache	-14.3979844	38.6884998	945 m
Mozambique	Mountain	Macobo	-14.3367005	38.8461293	743 m
Mozambique	Mountain	Nivaaca	-14.26911	39.1971097	905 m
Mozambique	Mountain	Mecorro	-14.2458871	39.2900908	701 m
Mozambique	Mountain	Maaja	-14.3528745	39.3489519	1079 m
Mozambique	Mountain	Marravi	-14.4334448	39.0109493	895 m
Mozambique	Mountain	Muima	-14.6993303	38.6759457	1420 m
Mozambique	Mountain	Nipala	-14.6263793	39.368275	667 m
Mozambique	Mountain	Matubia	-14.6575171	39.3383518	791 m
Mozambique	Mountain	Mepalue	-14.8855422	38.3128418	1623 m
Mozambique	Mountain	Chinga Iaya	-15.0602051	38.5468648	1413 m
Mozambique	Mountain	Michino	-15.2201862	38.287022	1041 m
Mozambique	Mountain	Michino	-15.2106937	38.6062249	1197 m
Mozambique	Mountain	Namuhuco	-15.4156107	38.3943306	1242 m
Mozambique	Mountain	Muito	-15.0734017	39.0984711	865 m
Mozambique	Mountain	Miovo	-15.3274403	39.2478539	715 m
Mozambique	Mountain	Comane	-15.4784928	36.583541	1064 m
Mozambique	Mountain	Maharra	-15.5231445	36.5654349	1045 m
Mozambique	Mountain	Colaco	-15.5429474	36.6241697	914 m
Mozambique	Mountain	Cuani	-15.5458512	36.7166718	1074 m
Mozambique	Mountain	Murripa	-15.5972041	36.5696745	870 m
Mozambique	Mountain	Sache	-15.6141606	36.7024266	1184 m
Mozambique	Mountain	Macisse	-15.4919739	36.7488114	1314 m
Mozambique	Mountain	Sansa	-15.4735182	36.80879	797 m
Mozambique	Mountain	Calane	-15.5536071	36.7479963	1060 m
Mozambique	Mountain	Miheca	-15.5230503	36.8097268	711 m
Mozambique	Mountain	Rupi	-15.535931	36.7963777	754 m
Mozambique	Mountain	Patane	-15.5230503	36.8379472	729 m
Mozambique	Mountain	Virrie	-15.5296078	36.8579708	650 m
Mozambique	Mountain	Munhere	-15.5866541	36.805961	1262 m
Mozambique	Mountain	Puli	-15.6302292	36.8022424	777 m
Mozambique	Mountain	Namerrichiua	-15.5968603	36.8649127	793 m
Mozambique	Mountain	Murriga	-15.5929147	36.8969819	811 m
Mozambique	Mountain	Murrocole	-15.6894177	36.7098258	816 m
Mozambique	Mountain	Penhenje	-15.794568	36.596787	782 m
Mozambique	Mountain	Cueni	-15.7984894	36.6301694	767 m
Mozambique	Mountain	Merrea	-15.7677009	36.7224736	699 m
Mozambique	Mountain	Tchucue	-15.6846414	36.7503634	725 m
Mozambique	Mountain	Pepene	-15.7212016	36.7471049	816 m
Mozambique	Mountain	Milane	-15.6863769	36.8606835	734 m
Mozambique	Mountain	Rule	-15.7087706	36.8871238	727 m
Mozambique	Mountain	Mepissane	-15.6904019	36.9007472	793 m
Mozambique	Mountain	Eramua	-15.8074598	36.7894817	682 m
Mozambique	Mountain	Tocole	-15.5324181	36.9205008	719 m
Mozambique	Mountain	Mulauirre	-15.5484162	36.9570537	816 m
Mozambique	Mountain	Malissane	-15.5370907	36.9613042	766 m
Mozambique	Mountain	Ilaco	-15.6031523	36.9481624	695 m
Mozambique	Mountain	Comone	-15.8614879	36.5670052	686 m
Mozambique	Mountain	Marata	-15.9083717	36.6134252	1279 m
Mozambique	Mountain	Mulita	-15.9772615	36.6945297	800 m
Mozambique	Mountain	Mount Mulicui	-15.8961486	36.7791157	1550 m
Mozambique	Mountain	Serra Merrupa	-15.8421312	36.9096008	1256 m
Mozambique	Mountain	Nharrine	-15.897952	36.8867662	1327 m
Mozambique	Mountain	Murrupa	-15.9910691	36.8348773	834 m
Mozambique	Mountain	Muiane	-16.0333447	36.6262033	752 m
Mozambique	Mountain	Lege	-16.0503512	36.652672	725 m
Mozambique	Mountain	Livangala	-16.1178656	36.5873314	757 m
Mozambique	Mountain	Yage	-16.1055902	36.7260684	529 m
Mozambique	Mountain	Muegelene	-16.1251541	36.711875	733 m
Mozambique	Mountain	Tivone	-16.1420327	36.6719801	755 m
Mozambique	Mountain	Tucuruco	-16.1373016	36.6530556	693 m
Mozambique	Mountain	Moli	-16.1289901	36.6717244	712 m
Mozambique	Mountain	Namagone	-16.1282229	36.6616228	704 m
Mozambique	Mountain	Tumbine	-16.0439578	36.7951172	874 m
Mozambique	Mountain	Carra	-16.0439578	36.9041888	588 m
Mozambique	Mountain	Tanya	-16.1537966	36.7432027	501 m
Mozambique	Mountain	Miare	-16.1481704	36.7861665	592 m
Mozambique	Mountain	Everretele	-15.9473395	36.9654979	626 m
Mozambique	Mountain	Tissine	-15.9622856	36.9169553	783 m
Mozambique	Mountain	Morrotue	-15.9718777	36.9666968	718 m
Mozambique	Mountain	Muidla	-15.9642844	36.9805246	688 m
Mozambique	Mountain	Muiane	-16.0205579	36.9724704	731 m
Mozambique	Mountain	Cologo	-16.0337755	37.0159116	597 m
Mozambique	Mountain	Nivarro	-16.0185933	37.0530237	639 m
Mozambique	Mountain	Merrubi	-15.6055723	37.5585559	1282 m
Mozambique	Mountain	Pico Muli	-15.7376727	37.2823214	1428 m
Mozambique	Mountain	Merruba	-15.8895678	37.4791106	1138 m
Mozambique	Mountain	Malagala	-16.1220974	37.2678642	463 m
Mozambique	Mountain	Etule	-16.0936609	37.3828153	540 m
Mozambique	Mountain	Atve	-16.0466329	37.5419903	595 m
Mozambique	Mountain	Pole	-16.0629349	37.6782662	583 m
Mozambique	Mountain	Earagone	-16.2016193	36.5778691	970 m
Mozambique    Mountain	Comane	-16.194331	36.599735	939 m
Mozambique	Mountain	Napadi	-16.2376781	36.5919346	758 m
Mozambique	Mountain	Yage	-16.2470125	36.6738982	716 m
Mozambique	Mountain	Murema	-16.2540452	36.7123865	655 m
Mozambique	Mountain	Entete	-16.3083892	36.5902723	1271 m
Mozambique	Mountain	Tebereu	-16.3040417	36.7053537	617 m
Mozambique	Mountain	Naminame	-16.1995734	36.7576518	500 m
Mozambique	Mountain	Embebele	-16.2554518	36.8004877	570 m
Mozambique	Mountain	Mucaluane	-16.2123602	36.8945987	968 m
Mozambique	Mountain	Muogue	-16.2770615	36.7701829	636 m
Mozambique	Mountain	Impiri	-16.4229592	36.6203214	322 m
Mozambique	Mountain	Mulagera	-16.3806348	36.6879637	933 m
Mozambique	Mountain	Moudone	-16.4779425	36.5778691	352 m
Mozambique	Mountain	Nipubo	-16.4650278	36.7640452	336 m
Mozambique	Mountain	Agare	-16.5219292	36.8013828	335 m
Mozambique	Mountain	Lipone	-16.1841955	36.935683	611 m
Mozambique	Mountain	Mukubi	-16.1943308	36.9653098	689 m
Mozambique	Mountain	Tupeni	-16.3276973	36.9291231	750 m
Mozambique	Mountain	Gumbia	-16.533693	36.774914	300 m
Mozambique	Mountain	Maduni	-16.5524897	36.7999762	327 m
Mozambique	Mountain	Meyoni	-16.5352275	36.8720939	330 m
Mozambique	Mountain	Kuba	-16.677116	36.842315	539 m
Mozambique	Mountain	Malumbero	-16.6761039	37.0988393	334 m
Mozambique	Mountain	Murraba	-16.7970813	37.0726372	273 m
Mozambique	Mountain	Empabe	-16.7134272	37.2308701	161 m
Mozambique	Mountain	Limone	-16.2819927	37.3444983	380 m
Mozambique	Mountain	Namocolué	-16.4840608	37.5390958	400 m
Mozambique	Mountain	Ruto	-16.2985004	37.7814088	306 m
Mozambique	Mountain	Morja	-16.3093448	37.8902148	639 m
Mozambique	Mountain	Metola	-16.5269566	37.3269062	425 m
Mozambique	Mountain	Muagalaia	-16.6000964	37.4046247	285 m
Mozambique	Mountain	Malue	-16.7186629	37.2957921	264 m
Mozambique	Mountain	Limpupo	-16.7634568	37.5464051	199 m
Mozambique	Mountain	Metuto	-16.8490887	37.4436701	180 m
Mozambique	Mountain	Maluno	-15.6016227	38.2999744	943 m
Mozambique	Mountain	Serra Muacomuano	-15.6626937	38.0700039	1005 m
Mozambique	Mountain	Mutelele	-15.6821961	38.5719534	779 m
Mozambique	Mountain	Merrapala	-16.1527956	38.0452007	407 m
Mozambique	Mountain	Maloa	-16.154876	38.129585	327 m
Mozambique	Mountain	Nipe	-16.061759	38.3059925	387 m
Mozambique	Mountain	Supuco	-16.0970846	38.4630411	378 m
Mozambique	Mountain	Namassupa	-16.1907621	38.0437705	505 m
Mozambique	Mountain	Pebane	-16.2227475	38.0791364	358 m
Mozambique	Mountain	Terre	-16.3406774	38.0215367	284 m
Mozambique	Mountain	Emulate	-16.3982772	38.0197164	197 m
Mozambique	Mountain	Nachipe	-16.4141399	38.2350328	305 m
Mozambique	Mountain	Namirraue	-16.2616423	38.4409888	375 m
Mozambique	Mountain	Meperua	-16.3807242	38.3810476	302 m
Mozambique	Mountain	Pape	-16.662612	38.5929835	243 m
Mozambique	Mountain	Xovera	-16.6887636	38.6258509	169 m
Mozambique	Mountain	Muarica	-16.6869685	38.6492596	105 m
Mozambique	Mountain	Neduve	-16.7306358	38.5605677	108 m
Mozambique	Mountain	Merudejo	-16.7755201	38.6425939	99 m
Mozambique	Mountain	Etimico	-16.8195009	38.5009531	71 m
Mozambique	Mountain	Ribáuè	-16.814117	38.5633895	133 m
Mozambique	Mountain	Namarropo	-16.2802172	38.7087031	201 m
Mozambique	Mountain	Naloco	-16.3880055	38.7440691	210 m
Mozambique	Mountain	Nameloto	-16.3603108	38.9537947	172 m
Mozambique	Mountain	Muligudje	-16.5541736	38.9450832	273 m
Mozambique	Mountain	Mtupe	-16.5576371	39.1576857	70 m
Mozambique	Mountain	Ambentuango	-11.6014893	40.0129013	171 m
Mozambique	Mountain	Ivambue	-11.7468319	39.4512513	531 m
Mozambique	Mountain	Litundo	-11.7053439	39.5088358	603 m
Mozambique	Mountain	Chindundo	-11.8328686	39.6024673	584 m
Mozambique	Mountain	Sigingombe	-11.8495318	39.7046004	756 m
Mozambique	Mountain	Livumba	-11.8972544	39.8137616	578 m
Mozambique	Mountain	Ncheua	-12.1174301	39.4309674	602 m
Mozambique	Mountain	Nombue	-11.9652676	39.6380608	404 m
Mozambique	Mountain	Nivato	-12.235247	39.5223355	333 m
Mozambique	Mountain	Sinalo	-11.9696884	39.7457484	466 m
Mozambique	Mountain	Mape	-12.1198345	39.9568686	649 m
Mozambique	Mountain	Serra Mape	-12.2603555	40.0289329	669 m
Mozambique	Mountain	Namatepo	-12.351728	39.4071903	302 m
Mozambique	Mountain	Nululo	-12.332359	39.5283466	410 m
Mozambique	Mountain	Ntope	-12.3565368	39.4873378	355 m
Mozambique	Mountain	Chiamarra	-12.5651875	39.5283466	576 m
Mozambique	Mountain	Nteca	-12.5775674	39.5319408	631 m
Mozambique	Mountain	Pemene	-12.4807299	39.7128329	482 m
Mozambique	Mountain	Nzata	-12.5051097	39.7036332	548 m
Mozambique	Mountain	Cuero	-12.5730325	39.636825	653 m
Mozambique	Mountain	Tipomoko	-12.6293055	39.6616586	450 m
Mozambique	Mountain	Mitepo	-12.6561549	39.7109493	452 m
Mozambique	Mountain	Nivato	-12.3569376	39.8745838	262 m
Mozambique	Mountain	Tecoteco	-12.5845565	39.745012	310 m
Mozambique	Mountain	Nipocue	-12.575206	39.8733816	281 m
Mozambique	Mountain	Niviko	-12.6554061	40.0774353	164 m
Mozambique	Mountain	Ungumbe	-12.3692706	40.1257942	422 m
Mozambique	Mountain	Chulo	-12.622258	40.3456335	82 m
Mozambique	Mountain	Lupangua	-12.5931278	40.5026205	133 m
Mozambique	Mountain	Chirimba	-12.8062134	39.5069454	574 m
Mozambique	Mountain	Mapere	-12.71727	39.6277392	501 m
Mozambique	Mountain	Ripui	-12.698003	39.6778831	519 m
Mozambique	Mountain	Ncea	-12.7414808	39.6491542	580 m
Mozambique	Mountain	Merra	-12.7382185	39.6975914	507 m
Mozambique	Mountain	Iloco	-12.7905974	39.6608746	462 m
Mozambique	Mountain	Erati	-12.8231024	39.681157	612 m
Mozambique	Mountain	Nacuchupa	-12.8758718	39.3821729	441 m
Mozambique	Mountain	Manje	-12.8367594	39.6585573	592 m
Mozambique	Mountain	Cotoco	-12.8739719	39.6840295	383 m
Mozambique	Mountain	Palache	-12.8570031	39.7261279	389 m
Mozambique	Mountain	Maípa	-12.6576243	39.7674533	299 m
Mozambique	Mountain	Marrata	-12.7332794	39.820574	318 m
Mozambique	Mountain	Naculue	-12.8303659	39.7575003	448 m
Mozambique	Mountain	Tacala	-12.8062438	39.7938465	480 m
Mozambique	Mountain	Chirimbo	-12.7453692	39.814817	327 m
Mozambique	Mountain	Nevichirro	-12.7977008	39.9429474	348 m
Mozambique	Mountain	Napela	-12.7523359	40.0324986	334 m
Mozambique	Mountain	Niquita	-12.8685555	39.8682564	541 m
Mozambique	Mountain	Ancuabe	-12.9845489	39.8757938	562 m
Mozambique	Mountain	Chioche	-12.9227968	39.9525489	371 m
Mozambique	Mountain	Nipuco	-13.0362297	39.4311102	527 m
Mozambique	Mountain	Meza	-13.0692404	39.4607698	510 m
Mozambique	Mountain	Tapanuni	-13.0974644	39.3941247	513 m
Mozambique	Mountain	Tivira	-13.1760523	39.4346369	428 m
Mozambique	Mountain	Mecuti	-13.0975651	39.4924624	582 m
Mozambique	Mountain	Impalue	-13.1331365	39.5450962	416 m
Mozambique	Mountain	Marrimane	-13.086699	39.6555189	525 m
Mozambique	Mountain	Nimuemue	-13.0978911	39.6183781	535 m
Mozambique	Mountain	Parama	-13.1899268	39.4248211	380 m
Mozambique	Mountain	Niviramene	-13.3092609	39.5244181	417 m
Mozambique	Mountain	Tipui	-13.1894693	39.6390513	381 m
Mozambique	Mountain	Nipuco	-13.2677238	39.713379	405 m
Mozambique	Mountain	Ripaue	-13.2719264	39.6675529	429 m
Mozambique	Mountain	Tutubeja	-13.162243	39.7636382	324 m
Mozambique	Mountain	Pumune	-13.1678587	39.8901091	444 m
Mozambique	Mountain	Naputa	-13.0333867	39.9364173	344 m
Mozambique	Mountain	Mange	-13.0302779	39.9543602	314 m
Mozambique	Mountain	Saca	-13.0819474	39.9500999	415 m
Mozambique	Mountain	Muiro	-13.0272363	39.9919153	347 m
Mozambique	Mountain	Uncumbe	-13.2271725	39.7731084	349 m
Mozambique	Mountain	Civito	-13.2771941	39.8902644	358 m
Mozambique	Mountain	Auya	-13.1880516	39.9243492	330 m
Mozambique	Mountain	Noloco	-13.2034229	39.9715858	326 m
Mozambique	Mountain	Nanuco	-13.3065055	39.9819327	249 m
Mozambique	Mountain	Nagocha	-12.7290029	40.0860356	282 m
Mozambique	Mountain	Nombire	-12.8133629	40.1037874	281 m
Mozambique	Mountain	Neudue	-12.9455859	40.2451289	83 m
Mozambique	Mountain	Navirite	-12.9725572	40.2027414	240 m
Mozambique	Mountain	Remacula	-13.0261624	40.1898649	312 m
Mozambique	Mountain	Mamitil	-13.1010597	40.1031969	324 m
Mozambique	Mountain	Nicuculo	-13.1250133	40.2155429	327 m
Mozambique	Mountain	Metero	-13.1209648	40.2643499	224 m
Mozambique	Mountain	Cocu	-13.1975959	40.0925603	285 m
Mozambique	Mountain	Rimo	-13.2047933	40.098483	396 m
Mozambique	Mountain	Iocolo	-13.2113658	40.1293466	641 m
Mozambique	Mountain	Saca	-13.2387557	40.1689633	376 m
Mozambique	Mountain	Nipacue	-13.3412209	40.3108662	208 m
Mozambique	Mountain	Daburuca	-13.1987205	40.53301	167 m
Mozambique	Mountain	Nansassa	-13.2809698	40.5273648	110 m
Mozambique	Mountain	Maaco	-13.4594978	39.3805451	460 m
Mozambique	Mountain	Chiote	-13.389175	39.5928395	418 m
Mozambique	Mountain	Curri	-13.5279462	39.5897745	588 m
Mozambique	Mountain	Marretano	-13.6132705	39.4234624	419 m
Mozambique	Mountain	Chiuco	-13.5866092	39.5273471	366 m
Mozambique	Mountain	Nacole	-13.642504	39.4545564	417 m
Mozambique	Mountain	Chinemo	-13.6524688	39.4231156	432 m
Mozambique	Mountain	Nevuti	-13.6626691	39.6414562	280 m
Mozambique	Mountain	Cure	-13.3727725	39.7739181	375 m
Mozambique	Mountain	Nachivar	-13.5249034	39.7666302	303 m
Mozambique	Mountain	Chiquita	-13.3804145	39.9679785	324 m
Mozambique	Mountain	Colo	-13.4210855	40.0123019	221 m
Mozambique	Mountain	Nacurrabi	-13.4371057	40.0021262	249 m
Mozambique	Mountain	Colocolo	-13.4338821	40.0219519	238 m
Mozambique	Mountain	Saca	-13.4326148	40.0597342	264 m
Mozambique	Mountain	Mesipala	-13.4876709	39.9673164	338 m
Mozambique	Mountain	Macoloco	-13.4900484	39.9524154	293 m
Mozambique	Mountain	Muitua	-13.4984081	39.908684	322 m
Mozambique	Mountain	Errimo	-13.5619992	39.7826887	302 m
Mozambique	Mountain	Namelapia	-13.6551174	39.773814	218 m
Mozambique	Mountain	Chirre	-13.6774523	39.7596671	386 m
Mozambique	Mountain	Uncuama	-13.6852525	39.8981643	425 m
Mozambique	Mountain	Merripa	-13.6993312	39.8906716	480 m
Mozambique	Mountain	Nihulua	-13.5811541	39.9811765	328 m
Mozambique	Mountain	Dinepo	-13.591489	40.0490555	378 m
Mozambique	Mountain	Sumua	-13.5871191	40.0669901	283 m
Mozambique	Mountain	Navaia	-13.6516018	39.9590466	290 m
Mozambique	Mountain	Mala	-13.645353	39.9772264	318 m
Mozambique	Mountain	Mucuedejera	-13.6715779	39.911699	354 m
Mozambique	Mountain	Olola	-13.6835217	39.9126026	371 m
Mozambique	Mountain	Corrodeje	-13.6989907	39.9189913	411 m
Mozambique	Mountain	Metocuè	-13.6800448	39.9825666	326 m
Mozambique	Mountain	Tivirra	-13.7021024	39.9494394	497 m
Mozambique	Mountain	Napatari	-13.6633872	40.0037204	428 m
Mozambique	Mountain	Muege	-13.627246	40.0471193	356 m
Mozambique	Mountain	Cóluè	-13.6622763	40.0357142	369 m
Mozambique	Mountain	Napajo	-13.6509451	40.0730402	455 m
Mozambique	Mountain	Natata	-13.7647831	39.4346919	338 m
Mozambique	Mountain	Inripa	-13.8306137	39.4424145	324 m
Mozambique	Mountain	Umpuehe	-13.8710823	39.3755125	334 m
Mozambique	Mountain	Tipui	-13866	39.402200	458 m
Mozambique	Mountain	Salaue	-13.8682125	39.4162882	367 m
Mozambique	Mountain	Cotico	-13.8631486	39.5362301	630 m
Mozambique	Mountain	Fiule	-13.877695	39.5350466	399 m
Mozambique	Mountain	Mecute	-13.7850173	39.60205	289 m
Mozambique	Mountain	Pagane	-13.7475371	39.7210621	282 m
Mozambique	Mountain	Pecuerre	-13.7616667	39.6558897	345 m
Mozambique	Mountain	Metiria	-13.7816304	39.6786984	371 m
Mozambique	Mountain	Jacoba	-13.7673459	39.7047022	352 m
Mozambique	Mountain	Tiui	-13.7771326	39.7206167	448 m
Mozambique	Mountain	Mepatue	-13.8318874	39.6292552	727 m
Mozambique	Mountain	Enripa	-13.8607433	39.5604168	382 m
Mozambique	Mountain	Mehedeja	-13.8840519	39.5570952	462 m
Mozambique	Mountain	Napeio	-13.8036504	39.6627807	359 m
Mozambique	Mountain	Napela	-13.8319447	39.677705	391 m
Mozambique	Mountain	Jecoma	-13.798933	39.6896612	371 m
Mozambique	Mountain	Miti	-13.8659482	39.64961	456 m
Mozambique	Mountain	Namiala	-13.8947505	39.3991226	337 m
Mozambique	Mountain	Nelupue	-13.9043509	39.4586058	374 m
Mozambique	Mountain	Namputo	-13.9702487	39.4046524	391 m
Mozambique	Mountain	Nivano	-13.9605907	39.4156582	624 m
Mozambique	Mountain	Nantechereu	-13.9460443	39.4335263	494 m
Mozambique	Mountain	Namituco	-13.9570973	39.4618745	442 m
Mozambique	Mountain	Eluilimia	-13.9172365	39.4709759	527 m
Mozambique	Mountain	Chauca	-13.8909213	39.5202275	834 m
Mozambique	Mountain	Ecopo	??????	??????	431 m
Mozambique	Mountain	Mitepo	-13.9497859	39.4947757	639 m
Mozambique	Mountain	Napihe	-13.9570427	39.5278793	446 m
Mozambique	Mountain	Pate	-13.9948554	39.3787285	475 m
Mozambique	Mountain	Natuto	-13.9959054	39.4193133	576 m
Mozambique	Mountain	Mecupe	-13.9866278	39.4300226	535 m
Mozambique	Mountain	Metupi	-13.9827723	39.4563273	571 m
Mozambique	Mountain	Namiroa	-13.9911336	39.4459042	557 m
Mozambique	Mountain	Chepe	-13.9760146	39.4767724	521 m
Mozambique	Mountain	Manuela	-13.9965456	39.5319799	439 m
Mozambique	Mountain	Nampuete	-13.9711027	39.5513348	373 m
Mozambique	Mountain	Miupa	-13.9554535	39.6104472	558 m
Mozambique	Mountain	Nimeia	-13.8903998	39.6743234	406 m
Mozambique	Mountain	Puta	-13.9696853	39.6451726	505 m
Mozambique	Mountain	Quissanga	-13.9367896	39.7224431	428 m
Mozambique	Mountain	Nepecane	-13.9901734	39.5655376	422 m
Mozambique	Mountain	Mecute	-13.9873863	39.5873954	506 m
Mozambique	Mountain	Namiturre	-13.9938816	39.63558	434 m
Mozambique	Mountain	Napepeta	-13.9806811	39.6815673	376 m
Mozambique	Mountain	Mepoje	-13.757642	39.7510967	561 m
Mozambique	Mountain	Nacaca	-13.7691722	39.7564609	336 m
Mozambique	Mountain	Sauasaua	-13.7126836	39.8774678	255 m
Mozambique	Mountain	Nacopo	-13.8158561	39.752939	434 m
Mozambique	Mountain	Nicuapa	-13.8389909	39.7360963	411 m
Mozambique	Mountain	Matapue	-13.8133362	39.7788056	384 m
Mozambique	Mountain	Serra Naniata	-13.8851828	39.747408	588 m
Mozambique	Mountain	Dejacaue	-13.8592112	39.8071017	451 m
Mozambique	Mountain	Neteta	-13.8474954	39.8030155	596 m
Mozambique	Mountain	Niuarro	-13.8735285	39.7966405	619 m
Mozambique	Mountain	Chanapa	-13.8093083	39.8571594	517 m
Mozambique	Mountain	Nicurruco	-13.8244732	39.8262095	352 m
Mozambique	Mountain	Cheovi	-13.835354	39.853813	730	
Mozambique	Mountain	Netete	-13.8268753	39.8839083	385 m
Mozambique	Mountain	Nahomua	-13.8447465	39.8412713	492 m
Mozambique	Mountain	Cuti	-13.8479917	39.8761101	482 m
Mozambique	Mountain	Nerirra	-13.8577428	39.8745745	421 m
Mozambique	Mountain	Muima	-13.8805741	39.8746127	482 m
Mozambique	Mountain	Namicorre	-13.8654105	39.8830567	413 m
Mozambique	Mountain	Milala	-13.7177566	39.9545365	348 m
Mozambique	Mountain	Metitima	-13.7219945	39.9654558	374 m
Mozambique	Mountain	Serra Naipa	-13.7534039	39.9664483	571 m
Mozambique	Mountain	Numa	-13.7904094	39.9399708	423 m
Mozambique	Mountain	Coloco	-13.7570564	39.9862825	433 m
Mozambique	Mountain	Jacobo	-13.7898653	39.9828369	424 m
Mozambique	Mountain	Mahar	-13.7316703	40.0110523	464 m
Mozambique	Mountain	Mussamapa	-13.7476671	40.0676339	427 m
Mozambique	Mountain	Nehelacoto	-13.7789944	40.0065346	368 m
Mozambique	Mountain	Nipuco	-13.7622569	40.0499336	559 m
Mozambique	Mountain	Natarrepo	-13.8133076	39.963289	451 m
Mozambique	Mountain	Napate	-13.8661837	39.9221525	495 m
Mozambique	Mountain	Pavala	-13.8619648	39.9511021	486 m
Mozambique	Mountain	Jacoco	-13.8616575	40.043736	325 m
Mozambique	Mountain	Nicomoni	-13.8944945	39.7939589	523 m
Mozambique	Mountain	Netutucha	-13.941387	39.7827986	588 m
Mozambique	Mountain	Netuto	-13.9069411	39.8435732	463 m
Mozambique	Mountain	Puirrira	-13.9098427	39.8191192	478 m
Mozambique	Mountain	Metipa	-13.8943418	39.8600094	443 m
Mozambique	Mountain	Namelima	-13.9098809	39.8934165	494 m
Mozambique	Mountain	Nacalue	-13.9329463	39.893441	443 m
Mozambique	Mountain	Maípa	-13.9925644	39.8341326	483 m
Mozambique	Mountain	Nacuvi	-13.9927797	39.8909295	379 m
Mozambique	Mountain	Nimuemue	-13.8980834	39.9113418	546 m
Mozambique	Mountain	Nachinama	-13.8910202	39.9260409	453 m
Mozambique	Mountain	Nahomo	-13.969414	39.954040 376 m
Mozambique	Mountain	Lelamuana	-13.9012377	40.0301269	570 m
Mozambique	Mountain	Nanimaco	-13.9060678	40.0321969	574 m
Mozambique	Mountain	Nicupa	-13.8988226	40.0499994	598 m
Mozambique	Mountain	Metupa	-13.8906288	40.0750108	430 m
Mozambique	Mountain	Nivate	-13.9245602	40.0570375	331 m
Mozambique	Mountain	Namitoro	-13.9834448	39.9177315	440 m
Mozambique	Mountain	Tipui	-13.426119	40.0824373	217 m
Mozambique	Mountain	Malumo	-13.4202263	40.1505579	281 m
Mozambique	Mountain	Napalua	-13.3705705	40.228728	182 m
Mozambique	Mountain	Nacuei	-13.4284019	40.205451	177 m
Mozambique	Mountain	Nacujir	-13.464773	40.2289726	228 m
Mozambique	Mountain	Namalasse	-13.4472754	40.21964	254 m
Mozambique	Mountain	Moca	-13.5312511	40.2012541	175 m
Mozambique	Mountain	Colope	-13.3598811	40.2856314	217 m
Mozambique	Mountain	Mutubula	-13.3921649	40.3228403	274 m
Mozambique	Mountain	Nicocoe	-13.4205761	40.3403659	269 m
Mozambique	Mountain	Ratanla	-13.4255834	40.3171798	301 m
Mozambique	Mountain	Nicolapajo	-13.5323131	40.336763	295 m
Mozambique	Mountain	Rompa	-13.5107114	40.3534905	274 m
Mozambique	Mountain	Namalache	-13.5753629	40.0963847	299 m
Mozambique	Mountain	Macotaia	-13.5419197	40.1550852	217 m
Mozambique	Mountain	Nuco	-13.5720866	40.1618756	342 m
Mozambique	Mountain	Puedjira	-13.5930227	40.0981986	342 m
Mozambique	Mountain	Muhunhe	-13.5471071	40.1717176	248 m
Mozambique	Mountain	Nacorro	-13.5606626	40.1812529	300 m
Mozambique	Mountain	Haca	-13.5405493	40.2432273	296 m
Mozambique	Mountain	Mepoto	-13.5592381	40.2474795	211 m
Mozambique	Mountain	Muima	-13.6031547	40.1855872	589 m
Mozambique	Mountain	Maípa	-13.6204985	40.2187928	426 m
Mozambique	Mountain	Mepoto	-13.6651606	40.0933313	527 m
Mozambique	Mountain	Nanluco	-13.6981129	40.0960928	404 m
Mozambique	Mountain	Uncumbue	-13.6778841	40.1937801	496 m
Mozambique	Mountain	Moome	-13.6811115	40.2078074	378 m
Mozambique	Mountain	Munuco	-13.6906608	40.1699799	373 m
Mozambique	Mountain	Toca	-13.6713049	40.2343723	466 m
Mozambique	Mountain	Nacapa	-13.5761966	40.3356266	224 m
Mozambique	Mountain	Nipancue	-13.5836655	40.2620544	315 m
Mozambique	Mountain	Niapala	-13.5883972	40.2875682	356 m
Mozambique	Mountain	Nivaca	-13.5403999	40.3651222	248 m
Mozambique	Mountain	M'pau	-13.6222648	40.3638476	260 m
Mozambique	Mountain	Uncuandje	-13.6504502	40.2591993	339 m
Mozambique	Mountain	Nancoma	-13.6460145	40.3062943	242 m
Mozambique	Mountain	Mussila	-13.6706239	40.3077788	263 m
Mozambique	Mountain	Narri	-13.6744256	40.2998719	379 m
Mozambique	Mountain	Nancua	-13.6747188	40.3456788	224 m
